"","Program","Year","Period","Week.Ending","Geo.Level","State","State.ANSI","Ag.District","Ag.District.Code","County","County.ANSI","Zip.Code","Region","watershed_code","Watershed","Commodity","Data.Item","Domain","Domain.Category","Use","Chemical_Name","Chemical_Code","Value","CV...."
"735","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)","FUNGICIDE","(CYFLUFENAMID",555550," (D)",""
"736","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYMOXANIL = 129106)","FUNGICIDE","(CYMOXANIL",129106," (D)",""
"737","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","FUNGICIDE","(CYPRODINIL",288202,"3.1",""
"738","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","FUNGICIDE","(DIFENOCONAZOLE",128847," (D)",""
"739","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FAMOXADONE = 113202)","FUNGICIDE","(FAMOXADONE",113202," (D)",""
"740","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)","FUNGICIDE","(FENHEXAMID",90209," (D)",""
"741","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","FUNGICIDE","(FLUDIOXONIL",71503,"3.1",""
"742","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)","FUNGICIDE","(FLUOPYRAM",80302," (D)",""
"743","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)","FUNGICIDE","(FLUXAPYROXAD",138009," (D)",""
"744","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)","FUNGICIDE","(FOSETYL-AL",123301," (D)",""
"745","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (IPRODIONE = 109801)","FUNGICIDE","(IPRODIONE",109801," (D)",""
"746","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ISOFETAMID = 270000)","FUNGICIDE","(ISOFETAMID",270000," (D)",""
"747","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)","FUNGICIDE","(MANCOZEB",14504," (D)",""
"748","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","FUNGICIDE","(MEFENOXAM",113502," (D)",""
"749","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)","FUNGICIDE","(MONO-POTASSIUM SALT",76416," (D)",""
"750","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)","FUNGICIDE","(PENTHIOPYRAD",90112," (D)",""
"751","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","FUNGICIDE","(PROPICONAZOLE",122101," (D)",""
"752","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYDIFLUMETOFEN = 90110)","FUNGICIDE","(PYDIFLUMETOFEN",90110," (D)",""
"753","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","FUNGICIDE","(PYRACLOSTROBIN",99100," (D)",""
"754","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)","FUNGICIDE","(PYRIMETHANIL",288201," (D)",""
"755","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","FUNGICIDE","(SULFUR",77501," (D)",""
"756","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)","FUNGICIDE","(TETRACONAZOLE",120603," (D)",""
"757","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","FUNGICIDE","(THIOPHANATE-METHYL",102001," (D)",""
"758","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)","FUNGICIDE","(THIRAM",79801,"5.8",""
"759","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)","FUNGICIDE","(TRIFLUMIZOLE",128879," (D)",""
"760","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)","HERBICIDE","(2,4-D, DIMETH. SALT",30019," (D)",""
"761","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)","HERBICIDE","(CLETHODIM",121011," (D)",""
"762","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","HERBICIDE","(FLUMIOXAZIN",129034," (D)",""
"763","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","HERBICIDE","(GLYPHOSATE ISO. SALT",103601," (D)",""
"764","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","HERBICIDE","(PARAQUAT",61601," (D)",""
"765","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","INSECTICIDE","(ABAMECTIN",122804,"1.1",""
"766","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","INSECTICIDE","(ACETAMIPRID",99050,"1.2",""
"767","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)","INSECTICIDE","(BIFENAZATE",586," (D)",""
"768","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","INSECTICIDE","(BIFENTHRIN",128825,"1.2",""
"769","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE","(BT KURSTAKI ABTS-351",6522," (D)",""
"770","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)","INSECTICIDE","(CHLORANTRANILIPROLE",90100,"1.1",""
"771","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYANTRANILIPROLE = 90098)","INSECTICIDE","(CYANTRANILIPROLE",90098," (D)",""
"772","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","INSECTICIDE","(DIAZINON",57801," (D)",""
"773","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)","INSECTICIDE","(FENPROPATHRIN",127901," (D)",""
"774","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)","INSECTICIDE","(FLUPYRADIFURONE",122304," (D)",""
"775","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)","INSECTICIDE","(HEXYTHIAZOX",128849," (D)",""
"776","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","INSECTICIDE","(IMIDACLOPRID",129099," (D)",""
"777","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","INSECTICIDE","(LAMBDA-CYHALOTHRIN",128897," (D)",""
"778","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","INSECTICIDE","(MALATHION",57701," (D)",""
"779","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOMYL = 90301)","INSECTICIDE","(METHOMYL",90301," (D)",""
"780","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NALED = 34401)","INSECTICIDE","(NALED",34401," (D)",""
"781","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)","INSECTICIDE","(NOVALURON",124002,"2.3",""
"782","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PIPERONYL BUTOXIDE = 67501)","INSECTICIDE","(PIPERONYL BUTOXIDE",67501," (D)",""
"783","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)","INSECTICIDE","(PYRETHRINS",69001," (D)",""
"784","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","INSECTICIDE","(SPINETORAM",110007," (D)",""
"785","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","INSECTICIDE","(SPINOSAD",110003," (D)",""
"786","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)","INSECTICIDE","(SULFOXAFLOR",5210," (D)",""
"787","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","INSECTICIDE","(THIAMETHOXAM",60109,"1.1",""
"788","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYTOKININS = 116801)","OTHER","(CYTOKININS",116801," (D)",""
"789","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (FLUTRIAFOL = 128940)","OTHER","(FLUTRIAFOL",128940," (D)",""
"790","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (INDOLEBUTYRIC ACID = 46701)","OTHER","(INDOLEBUTYRIC ACID",46701," (D)",""
"791","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)","OTHER","(METAM-POTASSIUM",39002," (D)",""
"792","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 = 6800)","OTHER","(PSEUDOMONAS CHLORORAPHIS STRAIN AFS009",6800," (D)",""
"793","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","FUNGICIDE","(AZOXYSTROBIN",128810,"3",""
"794","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFAC F727 = 16489)","FUNGICIDE","(BACILLUS AMYLOLIQUEFAC F727",16489," (D)",""
"795","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","FUNGICIDE","(BOSCALID",128008," (D)",""
"796","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","FUNGICIDE","(CAPTAN",81301,"96",""
"797","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)","FUNGICIDE","(CHLOROTHALONIL",81901," (D)",""
"798","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER CHLORIDE HYD. = 23501)","FUNGICIDE","(COPPER CHLORIDE HYD.",23501," (D)",""
"799","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","FUNGICIDE","(COPPER HYDROXIDE",23401," (D)",""
"800","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)","FUNGICIDE","(CYFLUFENAMID",555550," (D)",""
"801","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYMOXANIL = 129106)","FUNGICIDE","(CYMOXANIL",129106," (D)",""
"802","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","FUNGICIDE","(CYPRODINIL",288202,"91",""
"803","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","FUNGICIDE","(DIFENOCONAZOLE",128847," (D)",""
"804","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FAMOXADONE = 113202)","FUNGICIDE","(FAMOXADONE",113202," (D)",""
"805","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)","FUNGICIDE","(FENHEXAMID",90209," (D)",""
"806","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","FUNGICIDE","(FLUDIOXONIL",71503,"91",""
"807","SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)","FUNGICIDE","(FLUOPYRAM",80302," (D)",""
